species,plot,richness,treatment,plantnumber,damage,type,stage,combo
Schsc,195,14,IF,3,0.2,ins,M,IFinsM
Schsc,195,14,IF,5,0.2,ins,M,IFinsM
Schsc,195,14,IF,6,0,ins,M,IFinsM
Spohe,196,11,I,2,0,ins,M,IinsM
Spohe,196,11,I,3,0,ins,M,IinsM
Rudhi,198,14,I,1,0,ins,M,IinsM
Rudhi,198,14,I,2,2,ins,M,IinsM
Rudhi,198,14,I,4,0,ins,M,IinsM
Rudhi,198,14,I,6,1,ins,M,IinsM
Andge,199,14,C,2,0.333333333,ins,M,CinsM
Andge,199,14,C,3,2,ins,M,CinsM
Andge,199,14,C,4,0.5,ins,M,CinsM
Andge,199,14,C,5,12.5,ins,M,CinsM
Andge,199,14,C,6,2,ins,M,CinsM
Boucu,200,7,C,1,2.666666667,ins,M,CinsM
Boucu,200,7,C,2,0,ins,M,CinsM
Boucu,200,7,C,3,0,ins,M,CinsM
Boucu,200,7,C,4,5,ins,M,CinsM
Boucu,200,7,C,5,0.8,ins,M,CinsM
Achmi,202,13,C,1,3,ins,M,CinsM
Achmi,202,13,C,5,2,ins,M,CinsM
Achmi,202,13,C,6,57,ins,M,CinsM
Sornu,203,15,C,1,0,ins,M,CinsM
Sornu,203,15,C,2,4.666666667,ins,M,CinsM
Sornu,203,15,C,3,0.75,ins,M,CinsM
Sornu,203,15,C,4,0,ins,M,CinsM
Ascsy,204,14,I,1,3.75,ins,M,IinsM
Ascsy,204,14,I,2,0,ins,M,IinsM
Liaas,205,12,IF,3,1,ins,M,IFinsM
Muhra,206,12,C,1,0,ins,M,CinsM
Muhra,206,12,C,4,0,ins,M,CinsM
Muhra,207,10,IF,1,0,ins,M,IFinsM
Muhra,207,10,IF,2,0.75,ins,M,IFinsM
Muhra,207,10,IF,3,0.2,ins,M,IFinsM
Muhra,207,10,IF,4,0.666666667,ins,M,IFinsM
Muhra,207,10,IF,6,0,ins,M,IFinsM
Asctu,208,11,IF,2,0.4,ins,M,IFinsM
Asctu,208,11,IF,4,0.8,ins,M,IFinsM
Asctu,208,11,IF,5,5.2,ins,M,IFinsM
Asctu,208,11,IF,6,1.4,ins,M,IFinsM
Asctu,209,11,I,1,0,ins,M,IinsM
Asctu,209,11,I,3,0,ins,M,IinsM
Asctu,209,11,I,4,0,ins,M,IinsM
Asctu,209,11,I,6,1.2,ins,M,IinsM
Panvi,210,13,C,1,2,ins,M,CinsM
Panvi,210,13,C,2,24,ins,M,CinsM
Panvi,210,13,C,3,1,ins,M,CinsM
Panvi,210,13,C,4,18.6,ins,M,CinsM
Panvi,210,13,C,5,0,ins,M,CinsM
Panvi,210,13,C,6,3.333333333,ins,M,CinsM
Astaz,211,13,I,1,5,ins,M,IinsM
Astaz,211,13,I,2,1.4,ins,M,IinsM
Astaz,211,13,I,4,10.4,ins,M,IinsM
Astaz,211,13,I,5,1.25,ins,M,IinsM
Astaz,211,13,I,6,11.4,ins,M,IinsM
Astaz,212,14,C,1,15,ins,M,CinsM
Astaz,212,14,C,3,15.5,ins,M,CinsM
Astaz,212,14,C,4,24,ins,M,CinsM
Astaz,212,14,C,5,19.66666667,ins,M,CinsM
Astaz,212,14,C,6,8.25,ins,M,CinsM
Astaz,213,12,IF,1,3.666666667,ins,M,IFinsM
Astaz,213,12,IF,2,0.4,ins,M,IFinsM
Astaz,213,12,IF,3,9.5,ins,M,IFinsM
Astaz,213,12,IF,4,5.75,ins,M,IFinsM
Astaz,213,12,IF,5,8.75,ins,M,IFinsM
Astaz,213,12,IF,6,17.75,ins,M,IFinsM
Achmi,214,10,C,1,37,ins,M,CinsM
Achmi,214,10,C,2,5.5,ins,M,CinsM
Achmi,214,10,C,5,55,ins,M,CinsM
Ascsy,215,9,C,1,0,ins,M,CinsM
Sornu,216,13,IF,1,1.25,ins,M,IFinsM
Sornu,216,13,IF,2,0.666666667,ins,M,IFinsM
Sornu,216,13,IF,3,0,ins,M,IFinsM
Sornu,216,13,IF,4,14.5,ins,M,IFinsM
Agafo,217,15,IF,1,0.4,ins,M,IFinsM
Agafo,217,15,IF,3,5.4,ins,M,IFinsM
Agafo,218,13,I,1,2.8,ins,M,IinsM
Agafo,218,13,I,6,1,ins,M,IinsM
Bougr,219,14,I,1,0,ins,M,IinsM
Bougr,219,14,I,3,0,ins,M,IinsM
Bougr,219,14,I,4,0,ins,M,IinsM
Bougr,219,14,I,5,0,ins,M,IinsM
Bougr,219,14,I,6,0,ins,M,IinsM
Bougr,220,15,IF,1,0,ins,M,IFinsM
Bougr,220,15,IF,2,0,ins,M,IFinsM
Bougr,220,15,IF,3,0,ins,M,IFinsM
Bougr,220,15,IF,4,0,ins,M,IFinsM
Bougr,220,15,IF,5,0,ins,M,IFinsM
Bougr,220,15,IF,6,0.2,ins,M,IFinsM
Rudhi,221,11,IF,1,0.6,ins,M,IFinsM
Rudhi,221,11,IF,2,0.6,ins,M,IFinsM
Rudhi,221,11,IF,3,4,ins,M,IFinsM
Rudhi,221,11,IF,4,1.25,ins,M,IFinsM
Rudhi,221,11,IF,6,0.666666667,ins,M,IFinsM
Achmi,222,10,IF,4,55,ins,M,IFinsM
Achmi,222,10,IF,5,18,ins,M,IFinsM
Sornu,223,11,I,1,0.25,ins,M,IinsM
Sornu,223,11,I,2,0,ins,M,IinsM
Sornu,223,11,I,3,0.6,ins,M,IinsM
Sornu,223,11,I,4,0,ins,M,IinsM
Muhra,224,12,C,1,0,ins,M,CinsM
Muhra,224,12,C,2,2.8,ins,M,CinsM
Muhra,224,12,C,5,0,ins,M,CinsM
Muhra,224,12,C,6,0,ins,M,CinsM
Muhra,225,15,IF,1,0.25,ins,M,IFinsM
Muhra,225,15,IF,2,0,ins,M,IFinsM
Muhra,225,15,IF,3,0.25,ins,M,IFinsM
Muhra,225,15,IF,4,0,ins,M,IFinsM
Muhra,225,15,IF,5,0.2,ins,M,IFinsM
Muhra,225,15,IF,6,0.6,ins,M,IFinsM
Agafo,227,14,C,1,27,ins,M,CinsM
Agafo,227,14,C,2,27.6,ins,M,CinsM
Agafo,227,14,C,3,18.6,ins,M,CinsM
Agafo,227,14,C,5,23.8,ins,M,CinsM
Bougr,228,14,C,1,17.4,ins,M,CinsM
Bougr,228,14,C,3,5.333333333,ins,M,CinsM
Bougr,228,14,C,4,0.2,ins,M,CinsM
Bougr,228,14,C,5,0,ins,M,CinsM
Bougr,228,14,C,6,0.6,ins,M,CinsM
Ascsy,229,12,I,1,0,ins,M,IinsM
Ascsy,229,12,I,3,0,ins,M,IinsM
Astaz,230,12,IF,1,3.8,ins,M,IFinsM
Astaz,230,12,IF,2,4,ins,M,IFinsM
Astaz,230,12,IF,3,0,ins,M,IFinsM
Astaz,230,12,IF,5,2.25,ins,M,IFinsM
Astaz,230,12,IF,6,0,ins,M,IFinsM
Andge,231,10,I,1,1.8,ins,M,IinsM
Andge,231,10,I,2,1,ins,M,IinsM
Andge,231,10,I,4,0,ins,M,IinsM
Andge,231,10,I,5,0,ins,M,IinsM
Andge,231,10,I,6,0,ins,M,IinsM
Astaz,232,12,I,1,15,ins,M,IinsM
Astaz,232,12,I,2,4.666666667,ins,M,IinsM
Astaz,232,12,I,4,2,ins,M,IinsM
Astaz,232,12,I,5,3.666666667,ins,M,IinsM
Astaz,232,12,I,6,0,ins,M,IinsM
Muhra,234,13,C,2,0,ins,M,CinsM
Muhra,234,13,C,3,0.6,ins,M,CinsM
Muhra,234,13,C,4,0,ins,M,CinsM
Muhra,234,13,C,5,0,ins,M,CinsM
Spohe,235,12,C,1,0,ins,M,CinsM
Spohe,235,12,C,2,0.333333333,ins,M,CinsM
Schsc,237,9,C,1,0,ins,M,CinsM
Schsc,237,9,C,2,0,ins,M,CinsM
Schsc,237,9,C,3,0.75,ins,M,CinsM
Schsc,237,9,C,4,1.25,ins,M,CinsM
Schsc,237,9,C,5,0,ins,M,CinsM
Schsc,237,9,C,6,1,ins,M,CinsM
Boucu,238,11,IF,1,0.2,ins,M,IFinsM
Boucu,238,11,IF,3,0.4,ins,M,IFinsM
Boucu,238,11,IF,4,0.5,ins,M,IFinsM
Boucu,238,11,IF,5,0,ins,M,IFinsM
Panvi,239,11,I,1,2.5,ins,M,IinsM
Panvi,239,11,I,2,0.4,ins,M,IinsM
Panvi,239,11,I,3,0.4,ins,M,IinsM
Panvi,239,11,I,4,0,ins,M,IinsM
Panvi,239,11,I,5,0,ins,M,IinsM
Panvi,239,11,I,6,1,ins,M,IinsM
Achmi,241,12,C,2,3.25,ins,M,CinsM
Achmi,241,12,C,3,54.75,ins,M,CinsM
Rudhi,242,13,IF,1,0,ins,M,IFinsM
Rudhi,242,13,IF,2,0.4,ins,M,IFinsM
Rudhi,242,13,IF,3,0,ins,M,IFinsM
Rudhi,242,13,IF,5,2.6,ins,M,IFinsM
Rudhi,242,13,IF,6,4.25,ins,M,IFinsM
Bougr,243,9,C,1,4.4,ins,M,CinsM
Bougr,243,9,C,2,6.6,ins,M,CinsM
Bougr,243,9,C,5,15.2,ins,M,CinsM
Panvi,244,10,I,1,0,ins,M,IinsM
Panvi,244,10,I,2,0,ins,M,IinsM
Panvi,244,10,I,3,0.6,ins,M,IinsM
Panvi,244,10,I,4,0,ins,M,IinsM
Panvi,244,10,I,5,0.6,ins,M,IinsM
Panvi,244,10,I,6,0,ins,M,IinsM
Achmi,245,11,I,1,1,ins,M,IinsM
Achmi,245,11,I,5,7.333333333,ins,M,IinsM
Achmi,245,11,I,6,1,ins,M,IinsM
Achmi,246,10,IF,6,10.4,ins,M,IFinsM
Agafo,247,12,C,2,6.6,ins,M,CinsM
Rudhi,248,11,C,1,1,ins,M,CinsM
Rudhi,248,11,C,2,16.5,ins,M,CinsM
Liaas,249,10,I,1,0,ins,M,IinsM
Liaas,249,10,I,3,0,ins,M,IinsM
Bougr,250,12,C,2,0.2,ins,M,CinsM
Bougr,250,12,C,3,1,ins,M,CinsM
Bougr,250,12,C,4,61,ins,M,CinsM
Bougr,250,12,C,5,7.2,ins,M,CinsM
Bougr,250,12,C,6,0,ins,M,CinsM
Rudhi,251,11,C,2,6.5,ins,M,CinsM
Spohe,252,11,IF,1,0.333333333,ins,M,IFinsM
Spohe,252,11,IF,3,1,ins,M,IFinsM
Asctu,253,10,IF,1,0.2,ins,M,IFinsM
Asctu,253,10,IF,2,0.8,ins,M,IFinsM
Asctu,253,10,IF,3,0.4,ins,M,IFinsM
Asctu,253,10,IF,4,0,ins,M,IFinsM
Asctu,253,10,IF,5,5.6,ins,M,IFinsM
Spohe,254,7,IF,1,0,ins,M,IFinsM
Panvi,255,12,C,1,0.6,ins,M,CinsM
Panvi,255,12,C,2,0.75,ins,M,CinsM
Panvi,255,12,C,3,0.2,ins,M,CinsM
Panvi,255,12,C,4,1.6,ins,M,CinsM
Panvi,255,12,C,5,13,ins,M,CinsM
Panvi,255,12,C,6,0,ins,M,CinsM
Panvi,256,16,IF,1,1.25,ins,M,IFinsM
Panvi,256,16,IF,3,19,ins,M,IFinsM
Panvi,256,16,IF,4,0.333333333,ins,M,IFinsM
Panvi,256,16,IF,5,0.333333333,ins,M,IFinsM
Panvi,256,16,IF,6,0.25,ins,M,IFinsM
Boucu,257,12,C,1,1.6,ins,M,CinsM
Boucu,257,12,C,3,5.6,ins,M,CinsM
Boucu,257,12,C,4,2.6,ins,M,CinsM
Agafo,258,10,I,1,0.2,ins,M,IinsM
Agafo,258,10,I,3,1.2,ins,M,IinsM
Agafo,258,10,I,4,5.4,ins,M,IinsM
Agafo,259,13,IF,1,0.8,ins,M,IFinsM
Agafo,259,13,IF,2,7.2,ins,M,IFinsM
Agafo,259,13,IF,3,5.6,ins,M,IFinsM
Agafo,259,13,IF,5,0.6,ins,M,IFinsM
Rudhi,260,15,I,1,7.6,ins,M,IinsM
Rudhi,260,15,I,2,5.5,ins,M,IinsM
Rudhi,260,15,I,3,1.333333333,ins,M,IinsM
Rudhi,260,15,I,5,0,ins,M,IinsM
Rudhi,260,15,I,6,0,ins,M,IinsM
Bougr,261,13,IF,1,0,ins,M,IFinsM
Bougr,261,13,IF,2,0,ins,M,IFinsM
Bougr,261,13,IF,3,0,ins,M,IFinsM
Bougr,261,13,IF,4,0,ins,M,IFinsM
Bougr,261,13,IF,5,0,ins,M,IFinsM
Bougr,261,13,IF,6,0,ins,M,IFinsM
Sornu,262,12,I,1,0,ins,M,IinsM
Sornu,262,12,I,2,0,ins,M,IinsM
Sornu,262,12,I,3,0.6,ins,M,IinsM
Sornu,262,12,I,4,0,ins,M,IinsM
Spohe,263,13,I,1,0,ins,M,IinsM
Achmi,264,13,I,1,2,ins,M,IinsM
Achmi,264,13,I,2,24,ins,M,IinsM
Achmi,264,13,I,3,4.8,ins,M,IinsM
Muhra,266,9,I,1,0,ins,M,IinsM
Muhra,266,9,I,2,0,ins,M,IinsM
Muhra,266,9,I,3,2.4,ins,M,IinsM
Muhra,266,9,I,4,0,ins,M,IinsM
Muhra,266,9,I,5,1.8,ins,M,IinsM
Muhra,266,9,I,6,0,ins,M,IinsM
Schsc,267,13,C,1,1.8,ins,M,CinsM
Schsc,267,13,C,2,0.6,ins,M,CinsM
Schsc,267,13,C,3,1.4,ins,M,CinsM
Schsc,267,13,C,4,1,ins,M,CinsM
Schsc,267,13,C,6,11.6,ins,M,CinsM
Rudhi,268,15,C,1,8,ins,M,CinsM
Rudhi,268,15,C,5,0,ins,M,CinsM
Rudhi,268,15,C,6,16.25,ins,M,CinsM
Astaz,269,9,C,1,6.25,ins,M,CinsM
Astaz,269,9,C,2,4,ins,M,CinsM
Astaz,269,9,C,3,2.75,ins,M,CinsM
Astaz,269,9,C,4,34,ins,M,CinsM
Astaz,269,9,C,6,1.25,ins,M,CinsM
Liaas,270,11,IF,2,21.66666667,ins,M,IFinsM
Schsc,271,12,I,1,0,ins,M,IinsM
Schsc,271,12,I,2,0,ins,M,IinsM
Schsc,271,12,I,3,0,ins,M,IinsM
Schsc,271,12,I,5,0,ins,M,IinsM
Schsc,271,12,I,6,0,ins,M,IinsM
Agafo,272,13,IF,1,3,ins,M,IFinsM
Agafo,272,13,IF,2,0.6,ins,M,IFinsM
Agafo,272,13,IF,3,10,ins,M,IFinsM
Boucu,273,11,IF,2,1,ins,M,IFinsM
Boucu,273,11,IF,3,0,ins,M,IFinsM
Boucu,273,11,IF,4,0,ins,M,IFinsM
Boucu,273,11,IF,5,0.2,ins,M,IFinsM
Andge,274,11,IF,1,1,ins,M,IFinsM
Andge,274,11,IF,2,0,ins,M,IFinsM
Andge,274,11,IF,3,0,ins,M,IFinsM
Andge,274,11,IF,4,0.2,ins,M,IFinsM
Andge,274,11,IF,6,0.666666667,ins,M,IFinsM
Sornu,276,12,IF,1,0.8,ins,M,IFinsM
Sornu,276,12,IF,2,0,ins,M,IFinsM
Sornu,276,12,IF,3,0.4,ins,M,IFinsM
Sornu,276,12,IF,4,0,ins,M,IFinsM
Ascsy,277,10,IF,1,0,ins,M,IFinsM
Ascsy,277,10,IF,2,0,ins,M,IFinsM
Ascsy,277,10,IF,3,0,ins,M,IFinsM
Liaas,278,13,I,4,14,ins,M,IinsM
Boucu,279,7,C,2,0,ins,M,CinsM
Boucu,279,7,C,3,0,ins,M,CinsM
Achmi,280,9,I,2,5.333333333,ins,M,IinsM
Achmi,280,9,I,3,22.66666667,ins,M,IinsM
Achmi,280,9,I,4,2.5,ins,M,IinsM
Agafo,281,10,C,4,32.4,ins,M,CinsM
Boucu,283,9,I,1,0,ins,M,IinsM
Boucu,283,9,I,4,0,ins,M,IinsM
Rudhi,284,9,IF,1,12.2,ins,M,IFinsM
Rudhi,284,9,IF,3,1.75,ins,M,IFinsM
Rudhi,284,9,IF,4,3.6,ins,M,IFinsM
Panvi,285,10,C,1,4.333333333,ins,M,CinsM
Panvi,285,10,C,2,0.5,ins,M,CinsM
Panvi,285,10,C,3,5,ins,M,CinsM
Panvi,285,10,C,4,0,ins,M,CinsM
Panvi,285,10,C,5,1.333333333,ins,M,CinsM
Panvi,285,10,C,6,21,ins,M,CinsM
Andge,287,12,C,1,14,ins,M,CinsM
Andge,287,12,C,2,0,ins,M,CinsM
Andge,287,12,C,3,0,ins,M,CinsM
Andge,287,12,C,4,0,ins,M,CinsM
Andge,287,12,C,5,0.333333333,ins,M,CinsM
Andge,287,12,C,6,0.25,ins,M,CinsM
Achmi,288,10,IF,1,23,ins,M,IFinsM
Achmi,288,10,IF,2,0,ins,M,IFinsM
Achmi,288,10,IF,3,15,ins,M,IFinsM
Panvi,145,13,I,1,1,fun,M,IfunM
Panvi,145,13,I,2,3.666666667,fun,M,IfunM
Panvi,145,13,I,4,1.666666667,fun,M,IfunM
Panvi,145,13,I,5,4,fun,M,IfunM
Panvi,145,13,I,6,6,fun,M,IfunM
Liaas,146,11,IF,4,0,fun,M,IFfunM
Andge,147,17,I,1,0.75,fun,M,IfunM
Andge,147,17,I,2,2.6,fun,M,IfunM
Andge,147,17,I,3,1,fun,M,IfunM
Andge,147,17,I,4,0.8,fun,M,IfunM
Andge,147,17,I,5,2,fun,M,IfunM
Andge,147,17,I,6,1.2,fun,M,IfunM
Bougr,148,10,I,1,0.2,fun,M,IfunM
Bougr,148,10,I,2,0.8,fun,M,IfunM
Bougr,148,10,I,3,0.2,fun,M,IfunM
Bougr,148,10,I,4,0.4,fun,M,IfunM
Bougr,148,10,I,5,0.2,fun,M,IfunM
Bougr,148,10,I,6,1.666666667,fun,M,IfunM
Muhra,149,11,I,1,1.8,fun,M,IfunM
Muhra,149,11,I,2,1.6,fun,M,IfunM
Muhra,149,11,I,3,1.8,fun,M,IfunM
Muhra,149,11,I,4,1.6,fun,M,IfunM
Muhra,149,11,I,5,3,fun,M,IfunM
Muhra,149,11,I,6,1.4,fun,M,IfunM
Ascsy,150,14,IF,1,0.4,fun,M,IFfunM
Monfi,151,10,IF,1,0.2,fun,M,IFfunM
Monfi,151,10,IF,4,0.2,fun,M,IFfunM
Ascsy,152,13,I,1,0.4,fun,M,IfunM
Panvi,153,15,IF,1,0.75,fun,M,IFfunM
Panvi,153,15,IF,2,0.75,fun,M,IFfunM
Panvi,153,15,IF,3,0.333333333,fun,M,IFfunM
Panvi,153,15,IF,4,1,fun,M,IFfunM
Panvi,153,15,IF,5,1.8,fun,M,IFfunM
Panvi,153,15,IF,6,1,fun,M,IFfunM
Schsc,154,13,C,2,5.8,fun,M,CfunM
Schsc,154,13,C,3,2.2,fun,M,CfunM
Schsc,154,13,C,4,1.25,fun,M,CfunM
Schsc,154,13,C,5,1.4,fun,M,CfunM
Schsc,154,13,C,6,0.333333333,fun,M,CfunM
Andge,155,12,IF,1,2,fun,M,IFfunM
Andge,155,12,IF,2,0.6,fun,M,IFfunM
Andge,155,12,IF,3,3,fun,M,IFfunM
Andge,155,12,IF,4,0.6,fun,M,IFfunM
Andge,155,12,IF,5,0.8,fun,M,IFfunM
Andge,155,12,IF,6,0.2,fun,M,IFfunM
Muhra,156,12,I,1,2.2,fun,M,IfunM
Muhra,156,12,I,2,4.4,fun,M,IfunM
Muhra,156,12,I,3,1.2,fun,M,IfunM
Muhra,156,12,I,4,1.4,fun,M,IfunM
Muhra,156,12,I,5,3,fun,M,IfunM
Muhra,156,12,I,6,2.4,fun,M,IfunM
Andge,157,13,IF,1,2.2,fun,M,IFfunM
Andge,157,13,IF,2,0,fun,M,IFfunM
Andge,157,13,IF,3,1.75,fun,M,IFfunM
Andge,157,13,IF,4,0.4,fun,M,IFfunM
Andge,157,13,IF,5,1.6,fun,M,IFfunM
Andge,157,13,IF,6,0.75,fun,M,IFfunM
Asctu,158,14,C,1,0.4,fun,M,CfunM
Asctu,158,14,C,2,0,fun,M,CfunM
Asctu,158,14,C,3,0.2,fun,M,CfunM
Asctu,158,14,C,4,0.2,fun,M,CfunM
Sornu,159,11,I,1,1,fun,M,IfunM
Sornu,159,11,I,2,3.333333333,fun,M,IfunM
Sornu,159,11,I,3,5,fun,M,IfunM
Sornu,159,11,I,4,8.666666667,fun,M,IfunM
Asctu,160,13,I,1,0.6,fun,M,IfunM
Asctu,160,13,I,2,1.6,fun,M,IfunM
Asctu,160,13,I,3,0.2,fun,M,IfunM
Asctu,160,13,I,4,0.2,fun,M,IfunM
Asctu,160,13,I,5,0,fun,M,IfunM
Asctu,160,13,I,6,0.8,fun,M,IfunM
Monfi,161,12,IF,2,1.2,fun,M,IFfunM
Spohe,162,12,I,3,0,fun,M,IfunM
Astaz,163,10,C,1,1.333333333,fun,M,CfunM
Astaz,163,10,C,2,0.6,fun,M,CfunM
Astaz,163,10,C,3,0,fun,M,CfunM
Astaz,163,10,C,4,1,fun,M,CfunM
Astaz,163,10,C,5,0.2,fun,M,CfunM
Rudhi,164,16,I,1,0.5,fun,M,IfunM
Rudhi,164,16,I,2,0.4,fun,M,IfunM
Rudhi,164,16,I,3,0,fun,M,IfunM
Rudhi,164,16,I,4,2.75,fun,M,IfunM
Rudhi,164,16,I,5,2,fun,M,IfunM
Agafo,165,13,I,1,1.75,fun,M,IfunM
Agafo,165,13,I,4,0.666666667,fun,M,IfunM
Andge,166,15,I,1,0.333333333,fun,M,IfunM
Andge,166,15,I,2,4,fun,M,IfunM
Andge,166,15,I,3,1.4,fun,M,IfunM
Andge,166,15,I,4,2.666666667,fun,M,IfunM
Andge,166,15,I,5,0.666666667,fun,M,IfunM
Andge,166,15,I,6,1.25,fun,M,IfunM
Bougr,167,17,I,1,0.2,fun,M,IfunM
Bougr,167,17,I,2,0.8,fun,M,IfunM
Bougr,167,17,I,3,0.5,fun,M,IfunM
Bougr,167,17,I,4,0.2,fun,M,IfunM
Bougr,167,17,I,5,0,fun,M,IfunM
Bougr,167,17,I,6,0.5,fun,M,IfunM
Boucu,168,17,I,1,0.6,fun,M,IfunM
Boucu,168,17,I,2,1.4,fun,M,IfunM
