species,plot,richness,treatment,plantnumber,damage,type,stage,combo
Boucu,168,17,I,3,1.4,fun,M,IfunM
Boucu,168,17,I,4,1.2,fun,M,IfunM
Boucu,168,17,I,5,0.6,fun,M,IfunM
Liaas,169,16,C,1,0,fun,M,CfunM
Sornu,170,15,C,1,2.25,fun,M,CfunM
Sornu,170,15,C,2,10.66666667,fun,M,CfunM
Sornu,170,15,C,3,1.666666667,fun,M,CfunM
Sornu,170,15,C,4,3.8,fun,M,CfunM
Panvi,171,11,IF,1,0.8,fun,M,IFfunM
Panvi,171,11,IF,2,0,fun,M,IFfunM
Panvi,171,11,IF,3,1.5,fun,M,IFfunM
Panvi,171,11,IF,4,0.6,fun,M,IFfunM
Panvi,171,11,IF,5,1,fun,M,IFfunM
Panvi,171,11,IF,6,1.25,fun,M,IFfunM
Boucu,172,18,I,1,0.2,fun,M,IfunM
Boucu,172,18,I,2,0.2,fun,M,IfunM
Boucu,172,18,I,3,0.6,fun,M,IfunM
Boucu,172,18,I,4,1,fun,M,IfunM
Boucu,172,18,I,5,0.2,fun,M,IfunM
Asctu,173,15,C,1,0,fun,M,CfunM
Asctu,173,15,C,2,1.2,fun,M,CfunM
Asctu,173,15,C,4,0.4,fun,M,CfunM
Asctu,173,15,C,5,0,fun,M,CfunM
Asctu,173,15,C,6,0,fun,M,CfunM
Astaz,175,16,IF,1,1.2,fun,M,IFfunM
Astaz,175,16,IF,2,0.666666667,fun,M,IFfunM
Astaz,175,16,IF,4,1.8,fun,M,IFfunM
Astaz,175,16,IF,5,1,fun,M,IFfunM
Asctu,176,14,I,3,0.2,fun,M,IfunM
Asctu,176,14,I,4,0,fun,M,IfunM
Asctu,176,14,I,6,0,fun,M,IfunM
Ascsy,177,15,C,1,2.5,fun,M,CfunM
Asctu,178,11,IF,1,0,fun,M,IFfunM
Asctu,178,11,IF,2,0.6,fun,M,IFfunM
Asctu,178,11,IF,3,0,fun,M,IFfunM
Asctu,178,11,IF,5,0,fun,M,IFfunM
Asctu,178,11,IF,6,0.4,fun,M,IFfunM
Schsc,179,11,I,1,0.8,fun,M,IfunM
Schsc,179,11,I,2,1.8,fun,M,IfunM
Schsc,179,11,I,3,1.4,fun,M,IfunM
Schsc,179,11,I,4,3.4,fun,M,IfunM
Schsc,179,11,I,5,0.4,fun,M,IfunM
Schsc,180,12,IF,1,0.6,fun,M,IFfunM
Schsc,180,12,IF,2,0.4,fun,M,IFfunM
Schsc,180,12,IF,4,1,fun,M,IFfunM
Schsc,180,12,IF,5,0.4,fun,M,IFfunM
Schsc,180,12,IF,6,0.4,fun,M,IFfunM
Bougr,181,12,IF,1,0.2,fun,M,IFfunM
Bougr,181,12,IF,2,0,fun,M,IFfunM
Bougr,181,12,IF,3,0,fun,M,IFfunM
Bougr,181,12,IF,5,0.2,fun,M,IFfunM
Bougr,181,12,IF,6,0.2,fun,M,IFfunM
Sornu,182,13,IF,1,0.6,fun,M,IFfunM
Sornu,182,13,IF,2,0.6,fun,M,IFfunM
Sornu,182,13,IF,3,0.4,fun,M,IFfunM
Sornu,182,13,IF,4,0,fun,M,IFfunM
Sornu,184,12,C,1,14.2,fun,M,CfunM
Sornu,184,12,C,2,2.5,fun,M,CfunM
Sornu,184,12,C,3,4,fun,M,CfunM
Sornu,184,12,C,4,1.333333333,fun,M,CfunM
Monfi,185,12,C,4,0,fun,M,CfunM
Ascsy,186,11,IF,1,0,fun,M,IFfunM
Ascsy,186,11,IF,3,0.2,fun,M,IFfunM
Schsc,187,13,IF,1,1.2,fun,M,IFfunM
Schsc,187,13,IF,2,0.4,fun,M,IFfunM
Schsc,187,13,IF,3,0.8,fun,M,IFfunM
Schsc,187,13,IF,4,0,fun,M,IFfunM
Schsc,187,13,IF,5,0.8,fun,M,IFfunM
Schsc,187,13,IF,6,1.2,fun,M,IFfunM
Boucu,188,13,IF,1,0.2,fun,M,IFfunM
Boucu,188,13,IF,2,0.4,fun,M,IFfunM
Boucu,188,13,IF,3,0.2,fun,M,IFfunM
Boucu,188,13,IF,4,0.2,fun,M,IFfunM
Boucu,188,13,IF,5,0.4,fun,M,IFfunM
Andge,189,10,C,1,2,fun,M,CfunM
Andge,189,10,C,2,3.666666667,fun,M,CfunM
Andge,189,10,C,4,1,fun,M,CfunM
Andge,189,10,C,5,0.8,fun,M,CfunM
Andge,189,10,C,6,0.75,fun,M,CfunM
Liaas,191,10,C,4,0,fun,M,CfunM
Astaz,192,13,I,1,1,fun,M,IfunM
Astaz,192,13,I,2,2,fun,M,IfunM
Astaz,192,13,I,3,1,fun,M,IfunM
Astaz,192,13,I,5,2.333333333,fun,M,IfunM
Muhra,193,14,IF,1,1,fun,M,IFfunM
Muhra,193,14,IF,2,1,fun,M,IFfunM
Muhra,193,14,IF,3,1.2,fun,M,IFfunM
Muhra,193,14,IF,4,2.4,fun,M,IFfunM
Muhra,193,14,IF,5,0.25,fun,M,IFfunM
Schsc,194,14,I,1,1.2,fun,M,IfunM
Schsc,194,14,I,2,0.5,fun,M,IfunM
Schsc,194,14,I,3,1.6,fun,M,IfunM
Schsc,194,14,I,4,1.4,fun,M,IfunM
Schsc,194,14,I,5,1.6,fun,M,IfunM
Schsc,194,14,I,6,1.6,fun,M,IfunM
Schsc,195,14,IF,1,0.2,fun,M,IFfunM
Schsc,195,14,IF,2,0.4,fun,M,IFfunM
Schsc,195,14,IF,3,0.6,fun,M,IFfunM
Schsc,195,14,IF,5,0.2,fun,M,IFfunM
Schsc,195,14,IF,6,0.2,fun,M,IFfunM
Spohe,196,11,I,2,0.5,fun,M,IfunM
Spohe,196,11,I,3,0.4,fun,M,IfunM
Rudhi,198,14,I,1,0,fun,M,IfunM
Rudhi,198,14,I,2,0,fun,M,IfunM
Rudhi,198,14,I,4,0.333333333,fun,M,IfunM
Rudhi,198,14,I,6,0.666666667,fun,M,IfunM
Andge,199,14,C,2,2.333333333,fun,M,CfunM
Andge,199,14,C,3,1.666666667,fun,M,CfunM
Andge,199,14,C,4,0.75,fun,M,CfunM
Andge,199,14,C,5,0.75,fun,M,CfunM
Andge,199,14,C,6,0.75,fun,M,CfunM
Boucu,200,7,C,1,4.666666667,fun,M,CfunM
Boucu,200,7,C,2,1.2,fun,M,CfunM
Boucu,200,7,C,3,2.4,fun,M,CfunM
Boucu,200,7,C,4,1.2,fun,M,CfunM
Boucu,200,7,C,5,0.8,fun,M,CfunM
Achmi,202,13,C,1,0,fun,M,CfunM
Achmi,202,13,C,5,0,fun,M,CfunM
Achmi,202,13,C,6,0,fun,M,CfunM
Sornu,203,15,C,1,50.33333333,fun,M,CfunM
Sornu,203,15,C,2,3,fun,M,CfunM
Sornu,203,15,C,3,2.75,fun,M,CfunM
Sornu,203,15,C,4,7,fun,M,CfunM
Ascsy,204,14,I,1,3.5,fun,M,IfunM
Ascsy,204,14,I,2,2,fun,M,IfunM
Liaas,205,12,IF,3,4.333333333,fun,M,IFfunM
Muhra,206,12,C,1,2.2,fun,M,CfunM
Muhra,206,12,C,4,2,fun,M,CfunM
Muhra,207,10,IF,1,1,fun,M,IFfunM
Muhra,207,10,IF,2,1.25,fun,M,IFfunM
Muhra,207,10,IF,3,0,fun,M,IFfunM
Muhra,207,10,IF,4,1,fun,M,IFfunM
Muhra,207,10,IF,6,2.666666667,fun,M,IFfunM
Asctu,208,11,IF,2,0,fun,M,IFfunM
Asctu,208,11,IF,4,0,fun,M,IFfunM
Asctu,208,11,IF,5,0,fun,M,IFfunM
Asctu,208,11,IF,6,0,fun,M,IFfunM
Asctu,209,11,I,1,0.4,fun,M,IfunM
Asctu,209,11,I,3,0.4,fun,M,IfunM
Asctu,209,11,I,4,0.6,fun,M,IfunM
Asctu,209,11,I,6,0.2,fun,M,IfunM
Panvi,210,13,C,1,8.333333333,fun,M,CfunM
Panvi,210,13,C,2,2.333333333,fun,M,CfunM
Panvi,210,13,C,3,15,fun,M,CfunM
Panvi,210,13,C,4,2,fun,M,CfunM
Panvi,210,13,C,5,3.4,fun,M,CfunM
Panvi,210,13,C,6,1.333333333,fun,M,CfunM
Astaz,211,13,I,1,4.4,fun,M,IfunM
Astaz,211,13,I,2,2,fun,M,IfunM
Astaz,211,13,I,4,2.2,fun,M,IfunM
Astaz,211,13,I,5,0.75,fun,M,IfunM
Astaz,211,13,I,6,2,fun,M,IfunM
Astaz,212,14,C,1,3.4,fun,M,CfunM
Astaz,212,14,C,3,15.25,fun,M,CfunM
Astaz,212,14,C,4,1.666666667,fun,M,CfunM
Astaz,212,14,C,5,2,fun,M,CfunM
Astaz,212,14,C,6,3.5,fun,M,CfunM
Astaz,213,12,IF,1,2,fun,M,IFfunM
Astaz,213,12,IF,2,1.4,fun,M,IFfunM
Astaz,213,12,IF,3,1.75,fun,M,IFfunM
Astaz,213,12,IF,4,2.25,fun,M,IFfunM
Astaz,213,12,IF,5,2,fun,M,IFfunM
Astaz,213,12,IF,6,0,fun,M,IFfunM
Achmi,214,10,C,1,0,fun,M,CfunM
Achmi,214,10,C,2,5,fun,M,CfunM
Achmi,214,10,C,5,0,fun,M,CfunM
Ascsy,215,9,C,1,5,fun,M,CfunM
Sornu,216,13,IF,1,2.25,fun,M,IFfunM
Sornu,216,13,IF,2,1.333333333,fun,M,IFfunM
Sornu,216,13,IF,3,0.666666667,fun,M,IFfunM
Sornu,216,13,IF,4,0,fun,M,IFfunM
Agafo,217,15,IF,1,0.2,fun,M,IFfunM
Agafo,217,15,IF,3,0,fun,M,IFfunM
Agafo,218,13,I,1,11.4,fun,M,IfunM
Agafo,218,13,I,6,1.2,fun,M,IfunM
Bougr,219,14,I,1,0.2,fun,M,IfunM
Bougr,219,14,I,3,0.2,fun,M,IfunM
Bougr,219,14,I,4,2.4,fun,M,IfunM
Bougr,219,14,I,5,0.6,fun,M,IfunM
Bougr,219,14,I,6,0.8,fun,M,IfunM
Bougr,220,15,IF,1,0,fun,M,IFfunM
Bougr,220,15,IF,2,0.2,fun,M,IFfunM
Bougr,220,15,IF,3,0,fun,M,IFfunM
Bougr,220,15,IF,4,0,fun,M,IFfunM
Bougr,220,15,IF,5,0.2,fun,M,IFfunM
Bougr,220,15,IF,6,0,fun,M,IFfunM
Rudhi,221,11,IF,1,0.8,fun,M,IFfunM
Rudhi,221,11,IF,2,1.4,fun,M,IFfunM
Rudhi,221,11,IF,3,2.666666667,fun,M,IFfunM
Rudhi,221,11,IF,4,1.75,fun,M,IFfunM
Rudhi,221,11,IF,6,0,fun,M,IFfunM
Achmi,222,10,IF,4,0,fun,M,IFfunM
Achmi,222,10,IF,5,0,fun,M,IFfunM
Sornu,223,11,I,1,3.5,fun,M,IfunM
Sornu,223,11,I,2,0.8,fun,M,IfunM
Sornu,223,11,I,3,4.4,fun,M,IfunM
Sornu,223,11,I,4,3.666666667,fun,M,IfunM
Muhra,224,12,C,1,1,fun,M,CfunM
Muhra,224,12,C,2,1.4,fun,M,CfunM
Muhra,224,12,C,5,1.8,fun,M,CfunM
Muhra,224,12,C,6,1.666666667,fun,M,CfunM
Muhra,225,15,IF,1,2.25,fun,M,IFfunM
Muhra,225,15,IF,2,1.333333333,fun,M,IFfunM
Muhra,225,15,IF,3,1.5,fun,M,IFfunM
Muhra,225,15,IF,4,0.6,fun,M,IFfunM
Muhra,225,15,IF,5,1,fun,M,IFfunM
Muhra,225,15,IF,6,1.2,fun,M,IFfunM
Agafo,227,14,C,1,1.2,fun,M,CfunM
Agafo,227,14,C,2,0,fun,M,CfunM
Agafo,227,14,C,3,1,fun,M,CfunM
Agafo,227,14,C,5,4,fun,M,CfunM
Bougr,228,14,C,1,1,fun,M,CfunM
Bougr,228,14,C,3,0.666666667,fun,M,CfunM
Bougr,228,14,C,4,0,fun,M,CfunM
Bougr,228,14,C,5,0.333333333,fun,M,CfunM
Bougr,228,14,C,6,0,fun,M,CfunM
Ascsy,229,12,I,1,0,fun,M,IfunM
Ascsy,229,12,I,3,0.5,fun,M,IfunM
Astaz,230,12,IF,1,6.4,fun,M,IFfunM
Astaz,230,12,IF,2,0,fun,M,IFfunM
Astaz,230,12,IF,3,0.6,fun,M,IFfunM
Astaz,230,12,IF,5,2.5,fun,M,IFfunM
Astaz,230,12,IF,6,0,fun,M,IFfunM
Andge,231,10,I,1,0.8,fun,M,IfunM
Andge,231,10,I,2,3,fun,M,IfunM
Andge,231,10,I,4,1,fun,M,IfunM
Andge,231,10,I,5,2,fun,M,IfunM
Andge,231,10,I,6,2.25,fun,M,IfunM
Astaz,232,12,I,1,22.5,fun,M,IfunM
Astaz,232,12,I,2,5.666666667,fun,M,IfunM
Astaz,232,12,I,4,0,fun,M,IfunM
Astaz,232,12,I,5,4,fun,M,IfunM
Astaz,232,12,I,6,0,fun,M,IfunM
Muhra,234,13,C,2,2,fun,M,CfunM
Muhra,234,13,C,3,1.6,fun,M,CfunM
Muhra,234,13,C,4,4.2,fun,M,CfunM
Muhra,234,13,C,5,3,fun,M,CfunM
Spohe,235,12,C,1,0.75,fun,M,CfunM
Spohe,235,12,C,2,0.666666667,fun,M,CfunM
Schsc,237,9,C,1,1.6,fun,M,CfunM
Schsc,237,9,C,2,1,fun,M,CfunM
Schsc,237,9,C,3,1,fun,M,CfunM
Schsc,237,9,C,4,0.75,fun,M,CfunM
Schsc,237,9,C,5,1.25,fun,M,CfunM
Schsc,237,9,C,6,1.2,fun,M,CfunM
Boucu,238,11,IF,1,0.2,fun,M,IFfunM
Boucu,238,11,IF,3,0.2,fun,M,IFfunM
Boucu,238,11,IF,4,0,fun,M,IFfunM
Boucu,238,11,IF,5,0,fun,M,IFfunM
Panvi,239,11,I,1,6.5,fun,M,IfunM
Panvi,239,11,I,2,3,fun,M,IfunM
Panvi,239,11,I,3,3.4,fun,M,IfunM
Panvi,239,11,I,4,2.2,fun,M,IfunM
Panvi,239,11,I,5,2,fun,M,IfunM
Panvi,239,11,I,6,0.666666667,fun,M,IfunM
Achmi,241,12,C,2,2.5,fun,M,CfunM
Achmi,241,12,C,3,1.25,fun,M,CfunM
Rudhi,242,13,IF,1,2,fun,M,IFfunM
Rudhi,242,13,IF,2,0.8,fun,M,IFfunM
Rudhi,242,13,IF,3,0.6,fun,M,IFfunM
Rudhi,242,13,IF,5,0,fun,M,IFfunM
Rudhi,242,13,IF,6,2.75,fun,M,IFfunM
Bougr,243,9,C,1,0.2,fun,M,CfunM
Bougr,243,9,C,2,2,fun,M,CfunM
Bougr,243,9,C,5,0.6,fun,M,CfunM
Panvi,244,10,I,1,4.6,fun,M,IfunM
Panvi,244,10,I,2,8.8,fun,M,IfunM
Panvi,244,10,I,3,2.2,fun,M,IfunM
Panvi,244,10,I,4,2.6,fun,M,IfunM
Panvi,244,10,I,5,5.8,fun,M,IfunM
Panvi,244,10,I,6,1.5,fun,M,IfunM
Achmi,245,11,I,1,6.666666667,fun,M,IfunM
Achmi,245,11,I,5,0,fun,M,IfunM
Achmi,245,11,I,6,2.5,fun,M,IfunM
Achmi,246,10,IF,6,0,fun,M,IFfunM
Agafo,247,12,C,2,0.8,fun,M,CfunM
Rudhi,248,11,C,1,0,fun,M,CfunM
Rudhi,248,11,C,2,0,fun,M,CfunM
Liaas,249,10,I,1,40,fun,M,IfunM
Liaas,249,10,I,3,18,fun,M,IfunM
Bougr,250,12,C,2,0.2,fun,M,CfunM
Bougr,250,12,C,3,0,fun,M,CfunM
Bougr,250,12,C,4,0,fun,M,CfunM
Bougr,250,12,C,5,0,fun,M,CfunM
Bougr,250,12,C,6,0,fun,M,CfunM
Rudhi,251,11,C,2,1,fun,M,CfunM
Spohe,252,11,IF,1,0,fun,M,IFfunM
Spohe,252,11,IF,3,0,fun,M,IFfunM
Asctu,253,10,IF,1,1,fun,M,IFfunM
Asctu,253,10,IF,2,0,fun,M,IFfunM
Asctu,253,10,IF,3,0.8,fun,M,IFfunM
Asctu,253,10,IF,4,0.2,fun,M,IFfunM
Asctu,253,10,IF,5,0,fun,M,IFfunM
Spohe,254,7,IF,1,0,fun,M,IFfunM
Panvi,255,12,C,1,1.4,fun,M,CfunM
Panvi,255,12,C,2,2.5,fun,M,CfunM
Panvi,255,12,C,3,4.6,fun,M,CfunM
Panvi,255,12,C,4,2.2,fun,M,CfunM
Panvi,255,12,C,5,1,fun,M,CfunM
Panvi,255,12,C,6,6,fun,M,CfunM
Panvi,256,16,IF,1,1,fun,M,IFfunM
Panvi,256,16,IF,3,0,fun,M,IFfunM
Panvi,256,16,IF,4,0.333333333,fun,M,IFfunM
Panvi,256,16,IF,5,3,fun,M,IFfunM
Panvi,256,16,IF,6,0,fun,M,IFfunM
Boucu,257,12,C,1,2.4,fun,M,CfunM
Boucu,257,12,C,3,0.4,fun,M,CfunM
Boucu,257,12,C,4,1,fun,M,CfunM
Agafo,258,10,I,1,2,fun,M,IfunM
Agafo,258,10,I,3,0.2,fun,M,IfunM
Agafo,258,10,I,4,0,fun,M,IfunM
Agafo,259,13,IF,1,0.6,fun,M,IFfunM
Agafo,259,13,IF,2,0,fun,M,IFfunM
Agafo,259,13,IF,3,0,fun,M,IFfunM
Agafo,259,13,IF,5,1,fun,M,IFfunM
Rudhi,260,15,I,1,0.2,fun,M,IfunM
Rudhi,260,15,I,2,0,fun,M,IfunM
Rudhi,260,15,I,3,1,fun,M,IfunM
Rudhi,260,15,I,5,0,fun,M,IfunM
Rudhi,260,15,I,6,10,fun,M,IfunM
Bougr,261,13,IF,1,0,fun,M,IFfunM
Bougr,261,13,IF,2,0,fun,M,IFfunM
Bougr,261,13,IF,3,0,fun,M,IFfunM
Bougr,261,13,IF,4,0.4,fun,M,IFfunM
Bougr,261,13,IF,5,0,fun,M,IFfunM
Bougr,261,13,IF,6,0,fun,M,IFfunM
Sornu,262,12,I,1,1.4,fun,M,IfunM
Sornu,262,12,I,2,13,fun,M,IfunM
Sornu,262,12,I,3,11,fun,M,IfunM
Sornu,262,12,I,4,7.666666667,fun,M,IfunM
Spohe,263,13,I,1,1.25,fun,M,IfunM
Achmi,264,13,I,1,1.4,fun,M,IfunM
Achmi,264,13,I,2,0,fun,M,IfunM
Achmi,264,13,I,3,0,fun,M,IfunM
Muhra,266,9,I,1,0.8,fun,M,IfunM
Muhra,266,9,I,2,3.25,fun,M,IfunM
Muhra,266,9,I,3,2.2,fun,M,IfunM
Muhra,266,9,I,4,1.5,fun,M,IfunM
Muhra,266,9,I,5,1.6,fun,M,IfunM
Muhra,266,9,I,6,2.2,fun,M,IfunM
Schsc,267,13,C,1,2.6,fun,M,CfunM
Schsc,267,13,C,2,2,fun,M,CfunM
Schsc,267,13,C,3,1.2,fun,M,CfunM
Schsc,267,13,C,4,1.8,fun,M,CfunM
Schsc,267,13,C,6,0.4,fun,M,CfunM
Rudhi,268,15,C,1,1,fun,M,CfunM
Rudhi,268,15,C,5,0.666666667,fun,M,CfunM
Rudhi,268,15,C,6,11.25,fun,M,CfunM
Astaz,269,9,C,1,1.75,fun,M,CfunM
Astaz,269,9,C,2,0.25,fun,M,CfunM
Astaz,269,9,C,3,2,fun,M,CfunM
Astaz,269,9,C,4,14.33333333,fun,M,CfunM
Astaz,269,9,C,6,10,fun,M,CfunM
Liaas,270,11,IF,2,0,fun,M,IFfunM
Schsc,271,12,I,1,5,fun,M,IfunM
Schsc,271,12,I,2,2,fun,M,IfunM
Schsc,271,12,I,3,1.2,fun,M,IfunM
Schsc,271,12,I,5,1,fun,M,IfunM
Schsc,271,12,I,6,2,fun,M,IfunM
Agafo,272,13,IF,1,0.4,fun,M,IFfunM
Agafo,272,13,IF,2,1.2,fun,M,IFfunM
Agafo,272,13,IF,3,1.5,fun,M,IFfunM
Boucu,273,11,IF,2,0,fun,M,IFfunM
Boucu,273,11,IF,3,0,fun,M,IFfunM
Boucu,273,11,IF,4,0.2,fun,M,IFfunM
Boucu,273,11,IF,5,0.6,fun,M,IFfunM
Andge,274,11,IF,1,1,fun,M,IFfunM
Andge,274,11,IF,2,1,fun,M,IFfunM
Andge,274,11,IF,3,0,fun,M,IFfunM
Andge,274,11,IF,4,0.4,fun,M,IFfunM
Andge,274,11,IF,6,1.333333333,fun,M,IFfunM
Sornu,276,12,IF,1,0.4,fun,M,IFfunM
Sornu,276,12,IF,2,0.333333333,fun,M,IFfunM
Sornu,276,12,IF,3,0,fun,M,IFfunM
Sornu,276,12,IF,4,1,fun,M,IFfunM
Ascsy,277,10,IF,1,0.8,fun,M,IFfunM
Ascsy,277,10,IF,2,0.8,fun,M,IFfunM
Ascsy,277,10,IF,3,0,fun,M,IFfunM
Liaas,278,13,I,4,0,fun,M,IfunM
Boucu,279,7,C,2,1.4,fun,M,CfunM
Boucu,279,7,C,3,1,fun,M,CfunM
Achmi,280,9,I,2,0,fun,M,IfunM
Achmi,280,9,I,3,3.333333333,fun,M,IfunM
Achmi,280,9,I,4,0,fun,M,IfunM
Agafo,281,10,C,4,2,fun,M,CfunM
Boucu,283,9,I,1,1,fun,M,IfunM
Boucu,283,9,I,4,2.2,fun,M,IfunM
Rudhi,284,9,IF,1,0.4,fun,M,IFfunM
Rudhi,284,9,IF,3,0.5,fun,M,IFfunM
Rudhi,284,9,IF,4,1.6,fun,M,IFfunM
Panvi,285,10,C,1,4.666666667,fun,M,CfunM
Panvi,285,10,C,2,7.25,fun,M,CfunM
Panvi,285,10,C,3,7.5,fun,M,CfunM
Panvi,285,10,C,4,6.333333333,fun,M,CfunM
Panvi,285,10,C,5,34.33333333,fun,M,CfunM
Panvi,285,10,C,6,7.8,fun,M,CfunM
Andge,287,12,C,1,4.4,fun,M,CfunM
Andge,287,12,C,2,8,fun,M,CfunM
Andge,287,12,C,3,3.5,fun,M,CfunM
Andge,287,12,C,4,12,fun,M,CfunM
Andge,287,12,C,5,1.333333333,fun,M,CfunM
Andge,287,12,C,6,1.5,fun,M,CfunM
Achmi,288,10,IF,1,0,fun,M,IFfunM
Achmi,288,10,IF,2,0,fun,M,IFfunM
Achmi,288,10,IF,3,0,fun,M,IFfunM
